WL  [nm]	T film1	T film2	T film3
1670.5	0.924098793745031	0.919646193742742	0.894027698755255
1650.5	0.91711315381526	0.919964803695669	0.888764048814764
1630.5	0.921613144040098	0.924013543844214	0.898621343493452
1610.5	0.914084398746481	0.921838903665533	0.895499998927107
1590.5	0.909149048686018	0.922318548917761	0.902949498534193
1570.5	0.907658103585234	0.925049098610868	0.90479100406169
1550.5	0.898940593719473	0.922800798773756	0.903561143755903
1530.5	0.890789644002905	0.920995498895635	0.90879644894599
1510.5	0.880069703817358	0.919121493816366	0.910878853678694
1490.5	0.872596103787413	0.91753630399703	0.911454798817625
1470.5	0.866027743816367	0.917155698657026	0.914629643797865
1450.5	0.853393293857565	0.912311448812476	0.921259948730459
1430.5	0.849801053643218	0.909697398781767	0.916314303755751
1410.5	0.834054954051963	0.904725898742667	0.920700598478307
1390.5	0.83455634891986	0.900981593728056	0.925141644000997
1370.5	0.836514493942252	0.895287803769102	0.92668184876441
1350.5	0.831869249105444	0.890450843930235	0.92717465364932
1330.5	0.828176803708068	0.885504453897467	0.922935648918142
1310.5	0.835811348676673	0.876940393567076	0.91662709414958
1290.5	0.842150288581839	0.872839353561392	0.921185648918143
1270.5	0.854003503918639	0.863253248810759	0.9194400538206
1250.5	0.862589503765097	0.857191849112502	0.912927598714819
1230.5	0.87557424902915	0.850846548676482	0.90971189391612
1210.5	0.892872988939276	0.844821498751631	0.904526798605909
1190.5	0.902778158783903	0.838116148591033	0.900531803965559
1170.5	0.914083193778982	0.830349193930617	0.896054293990126
1150.5	0.919670098781576	0.826543903708449	0.885389853954306
1130.5	0.918164748787871	0.821342698454849	0.879727793693534
1110.5	0.9085514037609	0.818431748628607	0.868710603594771
1090.5	0.888824243783941	0.815678498864165	0.860895994067183
1070.5	0.868870698809615	0.815676748752586	0.848864353895179
1050.5	0.844530749082556	0.818098399043075	0.844228593945494
1030.5	0.825266753673545	0.82172449886798	0.832555653929702
1010.5	0.810952443838111	0.824939448714247	0.824081143617621
990.5	0.807151449084274	0.835135548949233	0.815318503499022
970.5	0.81405684888362	0.846557648658744	0.808970843911162
950.5	0.835050903797141	0.858198099017135	0.802506853818885
930.5	0.864373244047156	0.872613399147978	0.80081799387931
910.5	0.890673048734656	0.888320048570624	0.802000954270354
890.5	0.900274599194517	0.901441598534574	0.805064293861381
870.5	0.874853803992262	0.911625798940649	0.811710453748695
850.5	0.822478643894187	0.896616448760023	0.817443693757048
830.5	0.766762553691856	0.885848649024954	0.830097203612319
810.5	0.731442443847648	0.858448248744002	0.842066943764678
790.5	0.727089453935616	0.80899709904193	0.848515953540793
770.5	0.710973748922341	0.737403398871414	0.832892798900595
750.5	0.601263638734811	0.656060098648064	0.778679648876182
730.5	0.425055003404613	0.571107798814768	0.674060593724244
710.5	0.2777819036245318	0.480776048779483	0.532389903903002
690.5	0.1508433438539489	0.370169548869129	0.384068344116207
670.5	5.40712037086481e-2	0.2324628987312293	0.2490164537429783
650.5	1.12968888282775e-2	0.1070587490797032	0.1331064940690981
630.5	1.0627588033676e-3	3.43718488216397e-2	5.13079539537424e-2
610.5	1.10650062561034e-5	7.50154912471763e-3	1.38659436702727e-2
590.5	-7.73144960403434e-5	1.32124888896941e-3	3.36035382747647e-3
570.5	7.24983215332024e-6	3.22698593139645e-4	1.15589880943297e-3
550.5	-2.14794039726255e-4	-1.24199390411376e-5	4.58193898200984e-4
530.5	-2.43498802185056e-4	-7.54388570785515e-5	3.90948891639705e-4
510.5	-2.27094411849973e-4	3.68703603744503e-5	6.16953492164605e-4
500	4.77998256683345e-4	5.62098026275629e-4	1.42399787902831e-3
